26308,5.358179092407227
78209,5.273500919342041
51930,5.942586421966553
10113,5.484350204467773
17067,5.46525764465332
46744,5.6490159034729
31747,5.7884087562561035
48366,5.441173553466797
49725,5.3225297927856445
31333,5.7884087562561035
87746,5.46525764465332
51229,4.5657267570495605
18211,5.273500919342041
21994,5.541915416717529
61139,5.7884087562561035
2967,5.601283073425293
47349,5.905341625213623
44467,5.273500919342041
20195,5.681399345397949
3113,5.4435811042785645
72060,4.7921929359436035
9329,5.273500919342041
73019,5.861866474151611
56754,5.7884087562561035
57116,5.7884087562561035
42194,4.686068058013916
90012,5.16119909286499
55859,5.7884087562561035
27555,6.275171756744385
24650,5.7884087562561035
45006,5.46525764465332
73677,5.514286518096924
51982,5.312850475311279
57983,4.472757339477539
76294,5.16119909286499
69813,5.16119909286499
88516,5.89873743057251
85791,4.585148811340332
45045,5.46525764465332
56129,5.46525764465332
33117,5.484350204467773
28440,5.895103454589844
58670,5.7884087562561035
88719,5.46525764465332
61037,5.484350204467773
68554,5.661315441131592
15262,5.768010139465332
33795,5.7884087562561035
76391,5.514286518096924
42049,5.514286518096924
30824,5.710344314575195
21346,5.514286518096924
84626,5.514286518096924
23424,6.137542724609375
83304,5.2230939865112305
40257,5.7884087562561035
88791,5.7884087562561035
16328,5.832228660583496
75941,5.23970365524292
35619,5.210227966308594
14325,5.2341437339782715
21887,6.15098762512207
73623,5.392144680023193
28906,5.608108997344971
38199,4.969442367553711
29378,4.969442367553711
47214,5.514949321746826
9199,5.273500919342041
21596,4.296572685241699
50614,5.905341625213623
79958,5.46525764465332
1024,5.46525764465332
2950,5.273500919342041
42103,5.200387954711914
36518,5.0184712409973145
57183,4.313262462615967
14923,5.7884087562561035
84448,5.7884087562561035
71134,5.514286518096924
4507,5.707201957702637
82427,5.210227966308594
65309,5.661315441131592
45886,4.879154682159424
86356,5.514286518096924
14653,5.661315441131592
2821,5.46525764465332
46866,4.664513111114502
13246,5.273500919342041
8079,5.905341625213623
60744,4.8350396156311035
63010,6.254698276519775
79120,5.3225297927856445
12951,5.514286518096924
73140,5.273500919342041
6857,5.514286518096924
46811,6.15098762512207
797,5.16119909286499
61560,6.079642295837402
27274,5.514286518096924
9552,5.905341625213623
63438,5.661315441131592
30219,5.654699325561523
19959,5.273500919342041
77531,5.827058792114258
80931,5.143966197967529
1208,5.942586421966553
45806,5.7884087562561035
19451,5.7884087562561035
72312,5.933753490447998
55240,6.059519290924072
59004,5.710344314575195
67508,6.075477600097656
6746,5.46525764465332
66514,5.514286518096924
82131,5.7884087562561035
21502,5.46525764465332
26827,5.188746452331543
15131,4.281271934509277
78548,5.710344314575195
82033,6.50949764251709
44222,5.46525764465332
90609,5.46525764465332
62631,5.7884087562561035
63679,5.9788994789123535
47786,5.16119909286499
55319,5.46525764465332
3995,5.905341625213623
27280,5.46525764465332
15093,6.136091232299805
24466,4.969442367553711
40446,5.715295791625977
7304,5.7884087562561035
66292,5.273500919342041
6059,5.16119909286499
15556,5.495758533477783
25660,4.969442367553711
55435,5.684021472930908
45119,5.46525764465332
8735,4.896329402923584
9549,5.46525764465332
77425,5.710344314575195
90864,5.905341625213623
34309,5.273500919342041
29133,5.514286518096924
49416,5.514286518096924
229,5.81111478805542
56006,4.908824443817139
19246,5.7884087562561035
47781,6.042099475860596
9711,4.969442367553711
9692,5.4759016036987305
41022,5.273500919342041
44133,5.013669490814209
69143,4.969442367553711
60431,5.514286518096924
35329,4.83193826675415
21254,4.969442367553711
46781,6.037830829620361
69435,5.514286518096924
79111,5.102599143981934
45796,5.514286518096924
13441,5.710344314575195
14080,5.229279041290283
146,5.661315441131592
15955,5.140120029449463
15699,5.92313814163208
77931,5.371159076690674
63551,5.3225297927856445
60929,5.46525764465332
29590,5.46525764465332
32152,5.481605052947998
